timestamp,spec,rep,canvas_w,canvas_h,dpr,scenario,renderer,atoms,render_fps,update_fps,frames,drawn_frames,frame_ms_mean,frame_ms_p50,frame_ms_p95,frame_ms_p99,cpu_ms_mean,gpu_ms_mean,load_ms,gl_total,gl_draw,gl_use_program,gl_buffer_sub_data,gl_buffer_sub_data_bytes,gl_get_uniform_location,rss_mb,update_ms_mean,update_ms_p95,traj_frames,traj_format,traj_lazy,update_first_ms_mean,update_first_n,update_cached_ms_mean,update_cached_n,crd_send_ms_mean,crd_send_ms_p95,tex_upload_ms_mean,tex_upload_ms_p95,alloc_mb_per_frame,transfer_clock,frame_ms_p95_cpu,gpu_ms_p95,label,git_sha,patch_sha256,addon_path,gpu,gl_version,platform
2026-09-24T17:26:39.678Z,1aon-cpk-coord-morph,0,1832,1010,2,coord-morph,cpk,58870,59.993,59.993,360,360,16.615,16.7,18.4,18.7,0.629,4.205,2049.9,46.019,1,4,6,528,1,546.783,0.308,0.5,,,,,,,,0.37,0.514,0.103,0.121,0,"steady_clock",0.9,4.326,"C-r3","18550a45121778c59998985f4b8d05924e572558","406cbda3066ef3666399a1519412d41cf51b73edaf77d2a57e15452ddd063cf3","/Users/user1/proj64/abl/C/tritium/core/build/Release/cuemol_internal.node","ANGLE (Apple, ANGLE Metal Renderer: Apple M2, Unspecified Version)","WebGL 2.0 (OpenGL ES 3.0 Chromium)","MacIntel"
2026-09-24T17:26:51.242Z,1aon-cpk-static-orbit,0,1832,1010,2,static-orbit,cpk,58870,60.164,0,361,361,16.619,16.7,18,18.6,0.326,4.249,780,42.019,1,4,6,528,1,311.329,,,,,,,,,,,,,,0,"steady_clock",0.5,4.358,"C-r3","18550a45121778c59998985f4b8d05924e572558","406cbda3066ef3666399a1519412d41cf51b73edaf77d2a57e15452ddd063cf3","/Users/user1/proj64/abl/C/tritium/core/build/Release/cuemol_internal.node","ANGLE (Apple, ANGLE Metal Renderer: Apple M2, Unspecified Version)","WebGL 2.0 (OpenGL ES 3.0 Chromium)","MacIntel"
2026-09-24T17:27:02.307Z,1crn-cpk-coord-morph,0,1832,1010,2,coord-morph,cpk,327,59.975,59.975,360,360,16.62,16.7,18.2,18.5,0.291,0.832,277,46.019,1,4,6,528,1,250.61,0.112,0.2,,,,,,,,0.05,0.072,0.024,0.034,0,"steady_clock",0.4,0.882,"C-r3","18550a45121778c59998985f4b8d05924e572558","406cbda3066ef3666399a1519412d41cf51b73edaf77d2a57e15452ddd063cf3","/Users/user1/proj64/abl/C/tritium/core/build/Release/cuemol_internal.node","ANGLE (Apple, ANGLE Metal Renderer: Apple M2, Unspecified Version)","WebGL 2.0 (OpenGL ES 3.0 Chromium)","MacIntel"
2026-09-24T17:27:13.361Z,1crn-cpk-static-orbit,0,1832,1010,2,static-orbit,cpk,327,59.987,0,360,360,16.619,16.7,18,18.6,0.267,0.85,263.3,42.019,1,4,6,528,1,225.673,,,,,,,,,,,,,,0,"steady_clock",0.4,0.879,"C-r3","18550a45121778c59998985f4b8d05924e572558","406cbda3066ef3666399a1519412d41cf51b73edaf77d2a57e15452ddd063cf3","/Users/user1/proj64/abl/C/tritium/core/build/Release/cuemol_internal.node","ANGLE (Apple, ANGLE Metal Renderer: Apple M2, Unspecified Version)","WebGL 2.0 (OpenGL ES 3.0 Chromium)","MacIntel"
2026-09-24T17:28:26.902Z,3j3q-cpk-coord-morph,0,1832,1010,2,coord-morph,cpk,2440800,38.94,38.94,391,391,25.608,25.3,27.6,33.6,23.459,23.572,54764,46.018,1,4,6,528,1,4903.518,1.73,2,,,,,,,,23.361,25.134,21.357,23.191,0,"steady_clock",25.2,25.887,"C-r3","18550a45121778c59998985f4b8d05924e572558","406cbda3066ef3666399a1519412d41cf51b73edaf77d2a57e15452ddd063cf3","/Users/user1/proj64/abl/C/tritium/core/build/Release/cuemol_internal.node","ANGLE (Apple, ANGLE Metal Renderer: Apple M2, Unspecified Version)","WebGL 2.0 (OpenGL ES 3.0 Chromium)","MacIntel"
2026-09-24T17:29:08.575Z,3j3q-cpk-static-orbit,0,1832,1010,2,static-orbit,cpk,2440800,59.982,0,600,600,16.638,16.7,17.8,18.6,0.036,17.211,15306.1,42.012,1,4,6,528,1,3261.923,,,,,,,,,,,,,,0,"steady_clock",0.1,19.116,"C-r3","18550a45121778c59998985f4b8d05924e572558","406cbda3066ef3666399a1519412d41cf51b73edaf77d2a57e15452ddd063cf3","/Users/user1/proj64/abl/C/tritium/core/build/Release/cuemol_internal.node","ANGLE (Apple, ANGLE Metal Renderer: Apple M2, Unspecified Version)","WebGL 2.0 (OpenGL ES 3.0 Chromium)","MacIntel"
2026-09-24T17:29:27.798Z,4hhb-cpk-coord-morph,0,1832,1010,2,coord-morph,cpk,4779,59.984,59.984,360,360,16.62,16.7,18.1,18.7,0.338,1.587,399.7,46.019,1,4,6,528,1,274.006,0.13,0.2,,,,,,,,0.084,0.13,0.031,0.046,0,"steady_clock",0.5,1.632,"C-r3","18550a45121778c59998985f4b8d05924e572558","406cbda3066ef3666399a1519412d41cf51b73edaf77d2a57e15452ddd063cf3","/Users/user1/proj64/abl/C/tritium/core/build/Release/cuemol_internal.node","ANGLE (Apple, ANGLE Metal Renderer: Apple M2, Unspecified Version)","WebGL 2.0 (OpenGL ES 3.0 Chromium)","MacIntel"
2026-09-24T17:29:38.893Z,4hhb-cpk-static-orbit,0,1832,1010,2,static-orbit,cpk,4779,59.985,0,360,360,16.62,16.7,18.2,18.6,0.285,1.602,293.5,42.019,1,4,6,528,1,232.26,,,,,,,,,,,,,,0,"steady_clock",0.4,1.638,"C-r3","18550a45121778c59998985f4b8d05924e572558","406cbda3066ef3666399a1519412d41cf51b73edaf77d2a57e15452ddd063cf3","/Users/user1/proj64/abl/C/tritium/core/build/Release/cuemol_internal.node","ANGLE (Apple, ANGLE Metal Renderer: Apple M2, Unspecified Version)","WebGL 2.0 (OpenGL ES 3.0 Chromium)","MacIntel"
2026-09-24T17:29:58.348Z,4v6x-cpk-coord-morph,0,1832,1010,2,coord-morph,cpk,237685,59.983,59.983,360,360,16.614,16.7,18.3,18.8,1.044,8.416,8655.6,46.019,1,4,6,528,1,1379.287,0.549,0.7,,,,,,,,0.855,1.024,0.2,0.256,0,"steady_clock",1.3,8.845,"C-r3","18550a45121778c59998985f4b8d05924e572558","406cbda3066ef3666399a1519412d41cf51b73edaf77d2a57e15452ddd063cf3","/Users/user1/proj64/abl/C/tritium/core/build/Release/cuemol_internal.node","ANGLE (Apple, ANGLE Metal Renderer: Apple M2, Unspecified Version)","WebGL 2.0 (OpenGL ES 3.0 Chromium)","MacIntel"
2026-09-24T17:30:09.226Z,4v6x-cpk-idle,0,1832,1010,2,idle,cpk,237685,59.99,0,240,0,16.599,16.7,18.3,18.6,0.037,0,2600.5,0.029,0,0,0,0,0,536.592,,,,,,,,,,,,,,0,"steady_clock",0.1,0,"C-r3","18550a45121778c59998985f4b8d05924e572558","406cbda3066ef3666399a1519412d41cf51b73edaf77d2a57e15452ddd063cf3","/Users/user1/proj64/abl/C/tritium/core/build/Release/cuemol_internal.node","ANGLE (Apple, ANGLE Metal Renderer: Apple M2, Unspecified Version)","WebGL 2.0 (OpenGL ES 3.0 Chromium)","MacIntel"
