timestamp,spec,rep,canvas_w,canvas_h,dpr,scenario,renderer,atoms,render_fps,update_fps,frames,drawn_frames,frame_ms_mean,frame_ms_p50,frame_ms_p95,frame_ms_p99,cpu_ms_mean,gpu_ms_mean,load_ms,gl_total,gl_draw,gl_use_program,gl_buffer_sub_data,gl_buffer_sub_data_bytes,gl_get_uniform_location,rss_mb,update_ms_mean,update_ms_p95,traj_frames,traj_format,traj_lazy,update_first_ms_mean,update_first_n,update_cached_ms_mean,update_cached_n,crd_send_ms_mean,crd_send_ms_p95,tex_upload_ms_mean,tex_upload_ms_p95,alloc_mb_per_frame,transfer_clock,frame_ms_p95_cpu,gpu_ms_p95,label,git_sha,patch_sha256,addon_path,gpu,gl_version,platform
2026-09-24T17:03:02.246Z,1aon-cpk-coord-morph,0,1832,1010,2,coord-morph,cpk,58870,59.994,59.994,360,360,16.623,16.7,18.3,18.6,0.643,4.171,2039.3,46.019,1,4,6,528,1,547.406,0.297,0.5,,,,,,,,0.381,0.521,0.106,0.138,0,"steady_clock",0.9,4.316,"D-r2","ebb4bddb76a75ffe8ebeb5a260859bc4b1fb0e2e","406cbda3066ef3666399a1519412d41cf51b73edaf77d2a57e15452ddd063cf3","/Users/user1/proj64/abl/D/tritium/core/build/Release/cuemol_internal.node","ANGLE (Apple, ANGLE Metal Renderer: Apple M2, Unspecified Version)","WebGL 2.0 (OpenGL ES 3.0 Chromium)","MacIntel"
2026-09-24T17:03:13.815Z,1aon-cpk-static-orbit,0,1832,1010,2,static-orbit,cpk,58870,59.992,0,360,360,16.62,16.7,18.2,18.5,0.298,4.263,779.4,42.019,1,4,6,528,1,311.132,,,,,,,,,,,,,,0,"steady_clock",0.4,4.369,"D-r2","ebb4bddb76a75ffe8ebeb5a260859bc4b1fb0e2e","406cbda3066ef3666399a1519412d41cf51b73edaf77d2a57e15452ddd063cf3","/Users/user1/proj64/abl/D/tritium/core/build/Release/cuemol_internal.node","ANGLE (Apple, ANGLE Metal Renderer: Apple M2, Unspecified Version)","WebGL 2.0 (OpenGL ES 3.0 Chromium)","MacIntel"
2026-09-24T17:03:24.895Z,1crn-cpk-coord-morph,0,1832,1010,2,coord-morph,cpk,327,59.999,59.999,360,360,16.619,16.7,18.3,18.8,0.304,0.845,277.8,46.019,1,4,6,528,1,249.905,0.12,0.2,,,,,,,,0.055,0.08,0.024,0.031,0,"steady_clock",0.4,0.888,"D-r2","ebb4bddb76a75ffe8ebeb5a260859bc4b1fb0e2e","406cbda3066ef3666399a1519412d41cf51b73edaf77d2a57e15452ddd063cf3","/Users/user1/proj64/abl/D/tritium/core/build/Release/cuemol_internal.node","ANGLE (Apple, ANGLE Metal Renderer: Apple M2, Unspecified Version)","WebGL 2.0 (OpenGL ES 3.0 Chromium)","MacIntel"
2026-09-24T17:03:35.931Z,1crn-cpk-static-orbit,0,1832,1010,2,static-orbit,cpk,327,59.991,0,360,360,16.619,16.7,18.2,18.6,0.287,0.844,265.4,42.019,1,4,6,528,1,225.788,,,,,,,,,,,,,,0,"steady_clock",0.4,0.876,"D-r2","ebb4bddb76a75ffe8ebeb5a260859bc4b1fb0e2e","406cbda3066ef3666399a1519412d41cf51b73edaf77d2a57e15452ddd063cf3","/Users/user1/proj64/abl/D/tritium/core/build/Release/cuemol_internal.node","ANGLE (Apple, ANGLE Metal Renderer: Apple M2, Unspecified Version)","WebGL 2.0 (OpenGL ES 3.0 Chromium)","MacIntel"
2026-09-24T17:04:49.301Z,3j3q-cpk-coord-morph,0,1832,1010,2,coord-morph,cpk,2440800,57.777,57.777,578,578,17.269,16.7,21,31.9,8.543,20.365,54664.1,46.012,1,4,6,528,1,4328.145,2.477,3.1,,,,,,,,8.418,14.606,6.306,12.112,0,"steady_clock",14.8,25.079,"D-r2","ebb4bddb76a75ffe8ebeb5a260859bc4b1fb0e2e","406cbda3066ef3666399a1519412d41cf51b73edaf77d2a57e15452ddd063cf3","/Users/user1/proj64/abl/D/tritium/core/build/Release/cuemol_internal.node","ANGLE (Apple, ANGLE Metal Renderer: Apple M2, Unspecified Version)","WebGL 2.0 (OpenGL ES 3.0 Chromium)","MacIntel"
2026-09-24T17:05:30.901Z,3j3q-cpk-static-orbit,0,1832,1010,2,static-orbit,cpk,2440800,59.997,0,600,600,16.638,16.7,18.1,18.5,0.121,17.376,15247.6,42.012,1,4,6,528,1,3262.677,,,,,,,,,,,,,,0,"steady_clock",0.3,19.216,"D-r2","ebb4bddb76a75ffe8ebeb5a260859bc4b1fb0e2e","406cbda3066ef3666399a1519412d41cf51b73edaf77d2a57e15452ddd063cf3","/Users/user1/proj64/abl/D/tritium/core/build/Release/cuemol_internal.node","ANGLE (Apple, ANGLE Metal Renderer: Apple M2, Unspecified Version)","WebGL 2.0 (OpenGL ES 3.0 Chromium)","MacIntel"
2026-09-24T17:05:50.132Z,4hhb-cpk-coord-morph,0,1832,1010,2,coord-morph,cpk,4779,60.164,60.164,361,361,16.618,16.7,18,18.7,0.305,1.585,398.3,46.019,1,4,6,528,1,273.727,0.126,0.2,,,,,,,,0.073,0.101,0.029,0.038,0,"steady_clock",0.4,1.632,"D-r2","ebb4bddb76a75ffe8ebeb5a260859bc4b1fb0e2e","406cbda3066ef3666399a1519412d41cf51b73edaf77d2a57e15452ddd063cf3","/Users/user1/proj64/abl/D/tritium/core/build/Release/cuemol_internal.node","ANGLE (Apple, ANGLE Metal Renderer: Apple M2, Unspecified Version)","WebGL 2.0 (OpenGL ES 3.0 Chromium)","MacIntel"
2026-09-24T17:06:01.199Z,4hhb-cpk-static-orbit,0,1832,1010,2,static-orbit,cpk,4779,60.155,0,361,361,16.62,16.7,18.2,18.6,0.315,1.6,294.1,42.019,1,4,6,528,1,232.161,,,,,,,,,,,,,,0,"steady_clock",0.5,1.64,"D-r2","ebb4bddb76a75ffe8ebeb5a260859bc4b1fb0e2e","406cbda3066ef3666399a1519412d41cf51b73edaf77d2a57e15452ddd063cf3","/Users/user1/proj64/abl/D/tritium/core/build/Release/cuemol_internal.node","ANGLE (Apple, ANGLE Metal Renderer: Apple M2, Unspecified Version)","WebGL 2.0 (OpenGL ES 3.0 Chromium)","MacIntel"
2026-09-24T17:06:20.722Z,4v6x-cpk-coord-morph,0,1832,1010,2,coord-morph,cpk,237685,59.99,59.99,360,360,16.621,16.7,18.2,18.6,1.016,8.357,8734.2,46.019,1,4,6,528,1,1381.925,0.538,0.7,,,,,,,,0.824,0.988,0.199,0.249,0,"steady_clock",1.3,8.837,"D-r2","ebb4bddb76a75ffe8ebeb5a260859bc4b1fb0e2e","406cbda3066ef3666399a1519412d41cf51b73edaf77d2a57e15452ddd063cf3","/Users/user1/proj64/abl/D/tritium/core/build/Release/cuemol_internal.node","ANGLE (Apple, ANGLE Metal Renderer: Apple M2, Unspecified Version)","WebGL 2.0 (OpenGL ES 3.0 Chromium)","MacIntel"
2026-09-24T17:06:31.636Z,4v6x-cpk-idle,0,1832,1010,2,idle,cpk,237685,59.967,0,240,0,16.597,16.7,18,18.6,0.042,0,2637.4,0.029,0,0,0,0,0,537.444,,,,,,,,,,,,,,0,"steady_clock",0.1,0,"D-r2","ebb4bddb76a75ffe8ebeb5a260859bc4b1fb0e2e","406cbda3066ef3666399a1519412d41cf51b73edaf77d2a57e15452ddd063cf3","/Users/user1/proj64/abl/D/tritium/core/build/Release/cuemol_internal.node","ANGLE (Apple, ANGLE Metal Renderer: Apple M2, Unspecified Version)","WebGL 2.0 (OpenGL ES 3.0 Chromium)","MacIntel"
