timestamp,spec,rep,canvas_w,canvas_h,dpr,scenario,renderer,atoms,render_fps,update_fps,frames,drawn_frames,frame_ms_mean,frame_ms_p50,frame_ms_p95,frame_ms_p99,cpu_ms_mean,gpu_ms_mean,load_ms,gl_total,gl_draw,gl_use_program,gl_buffer_sub_data,gl_buffer_sub_data_bytes,gl_get_uniform_location,rss_mb,update_ms_mean,update_ms_p95,traj_frames,traj_format,traj_lazy,update_first_ms_mean,update_first_n,update_cached_ms_mean,update_cached_n,crd_send_ms_mean,crd_send_ms_p95,tex_upload_ms_mean,tex_upload_ms_p95,alloc_mb_per_frame,napi_buf_mb_per_frame,transfer_clock,frame_ms_p95_cpu,gpu_ms_p95,label,git_sha,patch_sha256,addon_path,gpu,gl_version,platform
2026-09-25T02:02:51.247Z,3j3q-cpk-coord-morph,0,1832,1010,2,coord-morph,cpk,2440800,57.672,57.672,577,577,17.302,16.7,19.4,32.3,8.104,24.931,54882.8,49.012,1,4,7,39059984,1,6115.361,2.293,2.7,,,,,,,,7.983,15.219,5.559,12.706,0,0.001,"steady_clock",15.3,30.79,"H-r3","ebb4bddb76a75ffe8ebeb5a260859bc4b1fb0e2e","c976f716719ee436e6dd210222aebd1ec0f98c677b47207b39effa9e918a26d5","/Users/user1/proj64/abl/H/tritium/core/build/Release/cuemol_internal.node","ANGLE (Apple, ANGLE Metal Renderer: Apple M2, Unspecified Version)","WebGL 2.0 (OpenGL ES 3.0 Chromium)","MacIntel"
2026-09-25T02:03:19.254Z,4v6x-cpk-coord-morph,0,1832,1010,2,coord-morph,cpk,237685,59.989,59.989,360,360,16.621,16.7,17.4,17.7,1.245,8.794,8650.9,49.019,1,4,7,3818000,1,1380.467,0.591,0.8,,,,,,,,1.032,1.163,0.277,0.322,0,0.001,"steady_clock",1.5,9.512,"H-r3","ebb4bddb76a75ffe8ebeb5a260859bc4b1fb0e2e","c976f716719ee436e6dd210222aebd1ec0f98c677b47207b39effa9e918a26d5","/Users/user1/proj64/abl/H/tritium/core/build/Release/cuemol_internal.node","ANGLE (Apple, ANGLE Metal Renderer: Apple M2, Unspecified Version)","WebGL 2.0 (OpenGL ES 3.0 Chromium)","MacIntel"
