timestamp,spec,rep,canvas_w,canvas_h,dpr,scenario,renderer,atoms,render_fps,update_fps,frames,drawn_frames,frame_ms_mean,frame_ms_p50,frame_ms_p95,frame_ms_p99,cpu_ms_mean,gpu_ms_mean,load_ms,gl_total,gl_draw,gl_use_program,gl_buffer_sub_data,gl_buffer_sub_data_bytes,gl_get_uniform_location,rss_mb,update_ms_mean,update_ms_p95,traj_frames,traj_format,traj_lazy,update_first_ms_mean,update_first_n,update_cached_ms_mean,update_cached_n,gpu,gl_version,platform
2026-09-24T11:58:10.326Z,a4tail-cpk-md-playback-nosol,0,1832,1010,2,md-playback,cpk,3940938,28.328,28.328,170,170,35.246,41.8,50,53.1,0.564,8.22,23323.6,46.041,1,4,6,528,1,5728.502,30.464,48.9,100,xtc,true,45.222,59,22.62,111,"ANGLE (Apple, ANGLE Metal Renderer: Apple M2, Unspecified Version)","WebGL 2.0 (OpenGL ES 3.0 Chromium)","MacIntel"
2026-09-24T11:58:44.932Z,a4tail-cpk-md-playback-nosol,1,1832,1010,2,md-playback,cpk,3940938,31.994,31.994,192,192,31.176,40.4,46.2,55.3,0.559,9.033,23531.9,46.036,1,4,6,528,1,4163.42,25.143,45.2,100,xtc,true,41.151,57,18.384,135,"ANGLE (Apple, ANGLE Metal Renderer: Apple M2, Unspecified Version)","WebGL 2.0 (OpenGL ES 3.0 Chromium)","MacIntel"
