timestamp,spec,rep,canvas_w,canvas_h,dpr,scenario,renderer,atoms,render_fps,update_fps,frames,drawn_frames,frame_ms_mean,frame_ms_p50,frame_ms_p95,frame_ms_p99,cpu_ms_mean,gpu_ms_mean,load_ms,gl_total,gl_draw,gl_use_program,gl_buffer_sub_data,gl_buffer_sub_data_bytes,gl_get_uniform_location,rss_mb,update_ms_mean,update_ms_p95,traj_frames,traj_format,traj_lazy,update_first_ms_mean,update_first_n,update_cached_ms_mean,update_cached_n,gpu,gl_version,platform
2026-09-25T02:47:03.878Z,1crn-cpk-idle,0,300,150,1.5,idle,cpk,327,59.987,0,240,0,16.6,16.7,17,17.5,0.06,0,269.7,0.029,0,0,0,0,0,155.787,,,,,,,,,,"ANGLE (NVIDIA, NVIDIA GeForce RTX 4070 (0x00002786) Direct3D11 vs_5_0 ps_5_0, D3D11)","WebGL 2.0 (OpenGL ES 3.0 Chromium)","Win32"
2026-09-25T02:47:12.331Z,1crn-cpk-idle,1,300,150,1.5,idle,cpk,327,59.961,0,240,0,16.596,16.7,17.1,17.5,0.106,0,271,0.029,0,0,0,0,0,152.437,,,,,,,,,,"ANGLE (NVIDIA, NVIDIA GeForce RTX 4070 (0x00002786) Direct3D11 vs_5_0 ps_5_0, D3D11)","WebGL 2.0 (OpenGL ES 3.0 Chromium)","Win32"
2026-09-25T02:47:20.765Z,1crn-cpk-idle,2,300,150,1.5,idle,cpk,327,59.984,0,240,0,16.597,16.7,17.1,17.3,0.123,0,274.9,0.029,0,0,0,0,0,152.211,,,,,,,,,,"ANGLE (NVIDIA, NVIDIA GeForce RTX 4070 (0x00002786) Direct3D11 vs_5_0 ps_5_0, D3D11)","WebGL 2.0 (OpenGL ES 3.0 Chromium)","Win32"
2026-09-25T02:47:32.064Z,4v6x-cpk-idle,0,300,150,1.5,idle,cpk,237685,59.973,0,240,0,16.597,16.7,17.2,17.4,0.122,0,3156.3,0.029,0,0,0,0,0,536.334,,,,,,,,,,"ANGLE (NVIDIA, NVIDIA GeForce RTX 4070 (0x00002786) Direct3D11 vs_5_0 ps_5_0, D3D11)","WebGL 2.0 (OpenGL ES 3.0 Chromium)","Win32"
2026-09-25T02:47:43.381Z,4v6x-cpk-idle,1,300,150,1.5,idle,cpk,237685,59.996,0,240,0,16.599,16.7,17.6,23,0.104,0,3163.2,0.029,0,0,0,0,0,536.773,,,,,,,,,,"ANGLE (NVIDIA, NVIDIA GeForce RTX 4070 (0x00002786) Direct3D11 vs_5_0 ps_5_0, D3D11)","WebGL 2.0 (OpenGL ES 3.0 Chromium)","Win32"
2026-09-25T02:47:54.732Z,4v6x-cpk-idle,2,300,150,1.5,idle,cpk,237685,59.994,0,240,0,16.6,16.7,17.7,18.8,0.077,0,3174.3,0.029,0,0,0,0,0,538.935,,,,,,,,,,"ANGLE (NVIDIA, NVIDIA GeForce RTX 4070 (0x00002786) Direct3D11 vs_5_0 ps_5_0, D3D11)","WebGL 2.0 (OpenGL ES 3.0 Chromium)","Win32"
2026-09-25T02:48:24.578Z,a4tail-cpk-md-playback-loadsel-cold,0,300,150,1.5,md-playback,cpk,348642,59.924,59.924,90,90,16.483,16.7,16.8,17.3,0.87,4.559,25596,46.078,1,4,6,528,1,4149.645,1.366,1.7,100,xtc,true,1.366,90,,0,"ANGLE (NVIDIA, NVIDIA GeForce RTX 4070 (0x00002786) Direct3D11 vs_5_0 ps_5_0, D3D11)","WebGL 2.0 (OpenGL ES 3.0 Chromium)","Win32"
2026-09-25T02:48:54.127Z,a4tail-cpk-md-playback-loadsel-cold,1,300,150,1.5,md-playback,cpk,348642,59.98,59.98,90,90,16.482,16.7,16.8,16.9,0.889,1.415,25299.8,46.078,1,4,6,528,1,4365.16,1.271,1.5,100,xtc,true,1.271,90,,0,"ANGLE (NVIDIA, NVIDIA GeForce RTX 4070 (0x00002786) Direct3D11 vs_5_0 ps_5_0, D3D11)","WebGL 2.0 (OpenGL ES 3.0 Chromium)","Win32"
2026-09-25T02:49:23.823Z,a4tail-cpk-md-playback-loadsel-cold,2,300,150,1.5,md-playback,cpk,348642,59.936,59.936,90,90,16.481,16.7,16.8,18,0.85,4.774,25468.2,46.078,1,4,6,528,1,4478.992,1.301,1.5,100,xtc,true,1.301,90,,0,"ANGLE (NVIDIA, NVIDIA GeForce RTX 4070 (0x00002786) Direct3D11 vs_5_0 ps_5_0, D3D11)","WebGL 2.0 (OpenGL ES 3.0 Chromium)","Win32"
2026-09-25T02:50:00.825Z,a4tail-cpk-md-playback-loadsel,0,300,150,1.5,md-playback,cpk,348642,59.968,59.968,360,360,16.621,16.7,16.8,16.9,0.693,5.667,25784.1,46.019,1,4,6,528,1,4455.535,0.45,0.6,100,xtc,true,,0,0.45,360,"ANGLE (NVIDIA, NVIDIA GeForce RTX 4070 (0x00002786) Direct3D11 vs_5_0 ps_5_0, D3D11)","WebGL 2.0 (OpenGL ES 3.0 Chromium)","Win32"
