timestamp,spec,rep,canvas_w,canvas_h,dpr,scenario,renderer,atoms,render_fps,update_fps,frames,drawn_frames,frame_ms_mean,frame_ms_p50,frame_ms_p95,frame_ms_p99,cpu_ms_mean,gpu_ms_mean,load_ms,gl_total,gl_draw,gl_use_program,gl_buffer_sub_data,gl_buffer_sub_data_bytes,gl_get_uniform_location,rss_mb
2026-09-21T22:10:38.732Z,1aon-cpk-coord-morph,0,1832,1010,2,coord-morph,cpk,58870,59.975,59.975,360,360,16.619,16.7,18.3,18.7,0.758,3.741,2055.7,46,1,4,6,528,1,613.351
2026-09-21T22:10:51.817Z,1aon-cpk-coord-morph,1,1832,1010,2,coord-morph,cpk,58870,59.986,59.986,360,360,16.624,16.7,18,18.5,0.791,4.143,2047,46,1,4,6,528,1,611.811
2026-09-21T22:11:04.865Z,1aon-cpk-coord-morph,2,1832,1010,2,coord-morph,cpk,58870,59.973,59.973,360,360,16.62,16.7,18.2,18.7,0.786,4.17,2063.3,46,1,4,6,528,1,611.811
2026-09-21T22:11:16.642Z,1aon-cpk-prop-change,0,1832,1010,2,prop-change,cpk,58870,22.664,22.664,136,136,43.798,43.9,46.3,46.8,41.822,4.793,777.3,83,1,4,6,528,1,415.171
2026-09-21T22:11:28.529Z,1aon-cpk-prop-change,1,1832,1010,2,prop-change,cpk,58870,21.349,21.349,129,129,46.479,46.5,48.7,49.3,44.526,4.774,815.1,83,1,4,6,528,1,424.657
2026-09-21T22:11:40.336Z,1aon-cpk-prop-change,2,1832,1010,2,prop-change,cpk,58870,22.276,22.276,134,134,44.559,44.4,46.9,47.2,42.452,4.825,778.4,83,1,4,6,528,1,403.964
2026-09-21T22:11:52.097Z,1aon-cpk-static-orbit,0,1832,1010,2,static-orbit,cpk,58870,59.975,0,360,360,16.62,16.7,18.1,18.6,0.281,4.249,777,42,1,4,6,528,1,310.952
2026-09-21T22:12:03.865Z,1aon-cpk-static-orbit,1,1832,1010,2,static-orbit,cpk,58870,59.989,0,360,360,16.621,16.7,18,18.5,0.354,4.252,776.5,42,1,4,6,528,1,311.558
2026-09-21T22:12:15.659Z,1aon-cpk-static-orbit,2,1832,1010,2,static-orbit,cpk,58870,59.985,0,360,360,16.614,16.7,17.9,18.6,0.296,4.251,776.4,42,1,4,6,528,1,311.116
2026-09-21T22:12:26.938Z,1crn-cpk-coord-morph,0,1832,1010,2,coord-morph,cpk,327,59.977,59.977,360,360,16.62,16.7,18.1,18.4,0.284,0.839,274.6,46,1,4,6,528,1,256.328
2026-09-21T22:12:38.221Z,1crn-cpk-coord-morph,1,1832,1010,2,coord-morph,cpk,327,59.982,59.982,360,360,16.617,16.7,18.2,18.5,0.295,0.83,274.7,46,1,4,6,528,1,256.098
2026-09-21T22:12:49.508Z,1crn-cpk-coord-morph,2,1832,1010,2,coord-morph,cpk,327,59.978,59.978,360,360,16.62,16.7,18.1,18.6,0.286,0.837,274.6,46,1,4,6,528,1,256.295
