timestamp,spec,rep,canvas_w,canvas_h,dpr,scenario,renderer,atoms,render_fps,update_fps,frames,drawn_frames,frame_ms_mean,frame_ms_p50,frame_ms_p95,frame_ms_p99,cpu_ms_mean,gpu_ms_mean,load_ms,gl_total,gl_draw,gl_use_program,gl_buffer_sub_data,gl_buffer_sub_data_bytes,gl_get_uniform_location,rss_mb
2026-09-21T22:13:00.778Z,1crn-cpk-static-orbit,0,1832,1010,2,static-orbit,cpk,327,59.973,0,360,360,16.616,16.7,18,18.4,0.299,0.833,265.6,42,1,4,6,528,1,225.46
2026-09-21T22:13:12.050Z,1crn-cpk-static-orbit,1,1832,1010,2,static-orbit,cpk,327,59.993,0,360,360,16.62,16.7,17.7,18.6,0.259,0.842,265.7,42,1,4,6,528,1,225.788
2026-09-21T22:13:23.332Z,1crn-cpk-static-orbit,2,1832,1010,2,static-orbit,cpk,327,59.987,0,360,360,16.62,16.7,17.9,18.5,0.26,0.846,265.7,42,1,4,6,528,1,225.444
2026-09-21T22:13:34.744Z,4hhb-cpk-coord-morph,0,1832,1010,2,coord-morph,cpk,4779,59.991,59.991,360,360,16.62,16.7,17.9,18.5,0.33,1.59,393.1,46,1,4,6,528,1,288.326
2026-09-21T22:13:46.128Z,4hhb-cpk-coord-morph,1,1832,1010,2,coord-morph,cpk,4779,59.979,59.979,360,360,16.62,16.7,18.3,18.6,0.315,1.585,395.3,46,1,4,6,528,1,287.048
2026-09-21T22:13:57.510Z,4hhb-cpk-coord-morph,2,1832,1010,2,coord-morph,cpk,4779,59.99,59.99,360,360,16.619,16.7,18.1,18.7,0.336,1.571,393.9,46,1,4,6,528,1,287.195
2026-09-21T22:14:08.806Z,4hhb-cpk-static-orbit,0,1832,1010,2,static-orbit,cpk,4779,59.975,0,360,360,16.62,16.7,17.8,18.5,0.257,1.597,293.9,42,1,4,6,528,1,231.358
2026-09-21T22:14:20.101Z,4hhb-cpk-static-orbit,1,1832,1010,2,static-orbit,cpk,4779,59.992,0,360,360,16.62,16.7,17.8,18.4,0.264,1.597,292.7,42,1,4,6,528,1,231.899
2026-09-21T22:14:31.409Z,4hhb-cpk-static-orbit,2,1832,1010,2,static-orbit,cpk,4779,59.986,0,360,360,16.62,16.7,18.1,18.6,0.256,1.596,294.4,42,1,4,6,528,1,232.079
2026-09-21T22:14:50.977Z,4v6x-cpk-coord-morph,0,1832,1010,2,coord-morph,cpk,237685,59.996,59.996,360,360,16.62,16.7,17.6,18.4,1.593,8.478,8571.8,46,1,4,6,528,1,1435.271
2026-09-21T22:15:10.778Z,4v6x-cpk-coord-morph,1,1832,1010,2,coord-morph,cpk,237685,59.987,59.987,360,360,16.62,16.7,17.7,18.4,1.56,8.483,8601.6,46,1,4,6,528,1,1444.905
2026-09-21T22:15:30.573Z,4v6x-cpk-coord-morph,2,1832,1010,2,coord-morph,cpk,237685,60.146,60.146,361,361,16.62,16.6,18.3,18.7,1.582,8.476,8602.7,46,1,4,6,528,1,1380.205
2026-09-21T22:15:44.523Z,4v6x-cpk-prop-change,0,1832,1010,2,prop-change,cpk,237685,4.614,4.614,28,28,208.925,216.7,218.2,218.4,196.725,9.129,2556.2,83,1,4,6,528,1,608.879
2026-09-21T22:15:58.305Z,4v6x-cpk-prop-change,1,1832,1010,2,prop-change,cpk,237685,4.615,4.615,28,28,208.871,216.7,218,218.1,198.082,9.083,2570.9,83,1,4,6,528,1,607.732
2026-09-21T22:16:12.089Z,4v6x-cpk-prop-change,2,1832,1010,2,prop-change,cpk,237685,4.615,4.615,28,28,208.914,216.7,218,218.1,197.25,9.081,2561.4,83,1,4,6,528,1,609.174
2026-09-21T22:16:25.632Z,4v6x-cpk-static-orbit,0,1832,1010,2,static-orbit,cpk,237685,59.985,0,360,360,16.62,16.7,18.2,18.5,0.296,8.491,2563.9,42,1,4,6,528,1,540.754
2026-09-21T22:16:39.193Z,4v6x-cpk-static-orbit,1,1832,1010,2,static-orbit,cpk,237685,59.982,0,360,360,16.619,16.7,18.2,18.6,0.3,8.479,2556.5,42,1,4,6,528,1,540.377
2026-09-21T22:16:52.772Z,4v6x-cpk-static-orbit,2,1832,1010,2,static-orbit,cpk,237685,59.993,0,360,360,16.62,16.7,18.2,18.5,0.312,8.399,2573.2,42,1,4,6,528,1,540.688
