timestamp,spec,rep,canvas_w,canvas_h,dpr,scenario,renderer,atoms,render_fps,update_fps,frames,drawn_frames,frame_ms_mean,frame_ms_p50,frame_ms_p95,frame_ms_p99,cpu_ms_mean,gpu_ms_mean,load_ms,gl_total,gl_draw,gl_use_program,gl_buffer_sub_data,gl_buffer_sub_data_bytes,gl_get_uniform_location,rss_mb
2026-09-21T09:48:29.471Z,1aon-cpk-load,0,1832,1010,2,load,cpk,58870,59.964,0,90,0,16.491,16.6,17.6,17.8,0.091,0,791.5,0,0,0,0,0,0,304.3
2026-09-21T09:48:35.224Z,1aon-cpk-load,1,1832,1010,2,load,cpk,58870,59.94,0,90,0,16.483,16.7,17.6,17.7,0.051,0,775.4,0,0,0,0,0,0,304.316
2026-09-21T09:48:41.029Z,1aon-cpk-load,2,1832,1010,2,load,cpk,58870,59.956,0,90,0,16.479,16.7,17.6,17.7,0.1,0,779.1,0,0,0,0,0,0,304.038
2026-09-21T09:48:46.965Z,1aon-ribbon-load,0,1832,1010,2,load,ribbon,58870,59.932,0,90,0,16.482,16.7,17.6,17.7,0.069,0,947.8,0,0,0,0,0,0,686.785
2026-09-21T09:48:52.926Z,1aon-ribbon-load,1,1832,1010,2,load,ribbon,58870,59.952,0,90,0,16.482,16.7,17.6,17.7,0.091,0,945,0,0,0,0,0,0,686.653
2026-09-21T09:48:58.868Z,1aon-ribbon-load,2,1832,1010,2,load,ribbon,58870,59.984,0,90,0,16.489,16.7,17.6,17.8,0.049,0,938.8,0,0,0,0,0,0,686.637
2026-09-21T09:49:06.468Z,4v6x-cpk-load,0,1832,1010,2,load,cpk,237685,59.96,0,90,0,16.482,16.7,17.7,17.8,0.097,0,2567.1,0,0,0,0,0,0,527.647
2026-09-21T09:49:14.044Z,4v6x-cpk-load,1,1832,1010,2,load,cpk,237685,59.936,0,90,0,16.484,16.7,17.6,17.8,0.061,0,2563.5,0,0,0,0,0,0,527.368
2026-09-21T09:49:21.697Z,4v6x-cpk-load,2,1832,1010,2,load,cpk,237685,59.968,0,90,0,16.471,16.7,17.5,17.7,0.071,0,2630.2,0,0,0,0,0,0,526.057
2026-09-21T09:49:30.181Z,4v6x-ribbon-load,0,1832,1010,2,load,ribbon,237685,60.642,0,91,0,16.484,16.7,16.8,17.6,0.008,0,3498.6,0,0,0,0,0,0,1391.1
2026-09-21T09:49:38.525Z,4v6x-ribbon-load,1,1832,1010,2,load,ribbon,237685,59.924,0,90,0,16.469,16.6,17.6,17.8,0.074,0,3328.5,0,0,0,0,0,0,1392.738
2026-09-21T09:49:47.132Z,4v6x-ribbon-load,2,1832,1010,2,load,ribbon,237685,59.964,0,90,0,16.481,16.7,17.5,17.7,0.028,0,3600.6,0,0,0,0,0,0,984.99
