timestamp,spec,rep,canvas_w,canvas_h,dpr,scenario,renderer,atoms,render_fps,update_fps,frames,drawn_frames,frame_ms_mean,frame_ms_p50,frame_ms_p95,frame_ms_p99,cpu_ms_mean,gpu_ms_mean,load_ms,gl_total,gl_draw,gl_use_program,gl_buffer_sub_data,gl_buffer_sub_data_bytes,gl_get_uniform_location,rss_mb,update_ms_mean,update_ms_p95,traj_frames,traj_format,traj_lazy,update_first_ms_mean,update_first_n,update_cached_ms_mean,update_cached_n,gpu,gl_version,platform
2026-09-24T09:49:53.563Z,ifabp-cpk-md-playback,0,1832,1010,2,md-playback,cpk,12445,59.984,59.984,360,360,16.62,16.6,18.4,18.6,0.344,1.986,308.1,46.019,1,4,6,528,1,343.671,0.736,1.6,500,dcd,true,0.736,360,,0,"ANGLE (Apple, ANGLE Metal Renderer: Apple M2, Unspecified Version)","WebGL 2.0 (OpenGL ES 3.0 Chromium)","MacIntel"
2026-09-24T09:50:04.675Z,ifabp-cpk-md-playback,1,1832,1010,2,md-playback,cpk,12445,59.99,59.99,360,360,16.624,16.7,18.3,18.7,0.361,2.03,307,46.019,1,4,6,528,1,345.424,0.543,0.8,500,dcd,true,0.543,360,,0,"ANGLE (Apple, ANGLE Metal Renderer: Apple M2, Unspecified Version)","WebGL 2.0 (OpenGL ES 3.0 Chromium)","MacIntel"
2026-09-24T09:50:15.763Z,ifabp-cpk-md-playback,2,1832,1010,2,md-playback,cpk,12445,59.987,59.987,360,360,16.62,16.7,18,18.6,0.337,2.052,307.1,46.019,1,4,6,528,1,345.539,0.548,0.8,500,dcd,true,0.548,360,,0,"ANGLE (Apple, ANGLE Metal Renderer: Apple M2, Unspecified Version)","WebGL 2.0 (OpenGL ES 3.0 Chromium)","MacIntel"
2026-09-24T09:50:28.656Z,mcv448-cpk-md-playback,0,1832,1010,2,md-playback,cpk,161188,60.165,60.165,361,361,16.617,16.7,18.2,18.6,0.633,6.255,2086.9,46.019,1,4,6,528,1,1046.086,1.85,3.8,300,xtc,true,3.36,179,0.364,182,"ANGLE (Apple, ANGLE Metal Renderer: Apple M2, Unspecified Version)","WebGL 2.0 (OpenGL ES 3.0 Chromium)","MacIntel"
2026-09-24T09:50:41.514Z,mcv448-cpk-md-playback,1,1832,1010,2,md-playback,cpk,161188,59.987,59.987,360,360,16.615,16.7,18.2,18.6,0.608,6.242,2062,46.019,1,4,6,528,1,1046.856,1.917,3.7,300,xtc,true,3.422,179,0.429,181,"ANGLE (Apple, ANGLE Metal Renderer: Apple M2, Unspecified Version)","WebGL 2.0 (OpenGL ES 3.0 Chromium)","MacIntel"
2026-09-24T09:50:54.374Z,mcv448-cpk-md-playback,2,1832,1010,2,md-playback,cpk,161188,59.989,59.989,360,360,16.619,16.7,18.1,18.6,0.592,6.239,2058.4,46.019,1,4,6,528,1,1046.823,1.778,3.6,300,xtc,true,3.131,179,0.441,181,"ANGLE (Apple, ANGLE Metal Renderer: Apple M2, Unspecified Version)","WebGL 2.0 (OpenGL ES 3.0 Chromium)","MacIntel"
2026-09-24T09:51:07.119Z,yiip-cpk-md-playback-eager,0,1832,1010,2,md-playback,cpk,111815,59.995,59.995,360,360,16.62,16.7,18.3,18.7,0.725,7.758,1944.8,46.019,1,4,6,528,1,1647.297,0.429,0.6,901,xtc,false,0.429,360,,0,"ANGLE (Apple, ANGLE Metal Renderer: Apple M2, Unspecified Version)","WebGL 2.0 (OpenGL ES 3.0 Chromium)","MacIntel"
2026-09-24T09:51:19.882Z,yiip-cpk-md-playback-eager,1,1832,1010,2,md-playback,cpk,111815,59.979,59.979,360,360,16.619,16.7,18.3,18.6,0.693,7.739,1912.1,46.019,1,4,6,528,1,1649.082,0.276,0.4,901,xtc,false,0.276,360,,0,"ANGLE (Apple, ANGLE Metal Renderer: Apple M2, Unspecified Version)","WebGL 2.0 (OpenGL ES 3.0 Chromium)","MacIntel"
2026-09-24T09:51:32.589Z,yiip-cpk-md-playback-eager,2,1832,1010,2,md-playback,cpk,111815,59.988,59.988,360,360,16.621,16.7,18.2,18.7,0.782,7.756,1902.1,46.019,1,4,6,528,1,1648.394,0.279,0.4,901,xtc,false,0.279,360,,0,"ANGLE (Apple, ANGLE Metal Renderer: Apple M2, Unspecified Version)","WebGL 2.0 (OpenGL ES 3.0 Chromium)","MacIntel"
2026-09-24T09:51:44.421Z,yiip-cpk-md-playback,0,1832,1010,2,md-playback,cpk,111815,59.991,59.991,360,360,16.62,16.7,17.1,18.3,0.375,7.73,1020.4,46.019,1,4,6,528,1,1074.954,2.84,3.2,901,xtc,true,2.84,360,,0,"ANGLE (Apple, ANGLE Metal Renderer: Apple M2, Unspecified Version)","WebGL 2.0 (OpenGL ES 3.0 Chromium)","MacIntel"
